"well_ID","time_min","treatment","enzyme","absorbance","substrate"
"B6",25,"B_H2O2","HoP",1.1557,"MBTH/DMAB"
"B7",25,"A","HoP",0.0913,"MBTH/DMAB"
"B8",25,"B","HoP",0.0908,"MBTH/DMAB"
"C1",25,"A_H2O2","MnP",1.2119,"MBTH/DMAB"
"C2",25,"B_H2O2","MnP",0.0856,"MBTH/DMAB"
"C3",25,"A","MnP",0.0881,"MBTH/DMAB"
"C4",25,"B","MnP",0.0757,"MBTH/DMAB"
"C5",25,"A_H2O2","HoP",1.1733,"MBTH/DMAB"
"C6",25,"B_H2O2","HoP",1.2751,"MBTH/DMAB"
"C7",25,"A","HoP",0.0922,"MBTH/DMAB"
"C8",25,"B","HoP",0.0925,"MBTH/DMAB"
"D1",25,"A_H2O2","MnP",1.1491,"MBTH/DMAB"
"D2",25,"B_H2O2","MnP",0.0821,"MBTH/DMAB"
"D3",25,"A","MnP",0.0876,"MBTH/DMAB"
"D4",25,"B","MnP",0.0757,"MBTH/DMAB"
"D5",25,"A_H2O2","HoP",1.2291,"MBTH/DMAB"
"D6",25,"B_H2O2","HoP",1.2492,"MBTH/DMAB"
"D7",25,"A","HoP",0.0921,"MBTH/DMAB"
"D8",25,"B","HoP",0.0925,"MBTH/DMAB"
"A1",25.5,"A_H2O2","MnP",1.0517,"MBTH/DMAB"
"A2",25.5,"B_H2O2","MnP",0.0771,"MBTH/DMAB"
"A3",25.5,"A","MnP",0.0876,"MBTH/DMAB"
"A4",25.5,"B","MnP",0.0735,"MBTH/DMAB"
"A5",25.5,"A_H2O2","HoP",1.2286,"MBTH/DMAB"
"A6",25.5,"B_H2O2","HoP",1.2759,"MBTH/DMAB"
"A7",25.5,"A","HoP",0.091,"MBTH/DMAB"
"A8",25.5,"B","HoP",0.0905,"MBTH/DMAB"
"B1",25.5,"A_H2O2","MnP",1.4414,"MBTH/DMAB"
"B2",25.5,"B_H2O2","MnP",0.0805,"MBTH/DMAB"
"B3",25.5,"A","MnP",0.0877,"MBTH/DMAB"
"B4",25.5,"B","MnP",0.0742,"MBTH/DMAB"
"B5",25.5,"A_H2O2","HoP",1.2364,"MBTH/DMAB"
"B6",25.5,"B_H2O2","HoP",1.1687,"MBTH/DMAB"
"B7",25.5,"A","HoP",0.0914,"MBTH/DMAB"
"B8",25.5,"B","HoP",0.091,"MBTH/DMAB"
"C1",25.5,"A_H2O2","MnP",1.2182,"MBTH/DMAB"
"C2",25.5,"B_H2O2","MnP",0.0859,"MBTH/DMAB"
"C3",25.5,"A","MnP",0.0881,"MBTH/DMAB"
"C4",25.5,"B","MnP",0.0758,"MBTH/DMAB"
"C5",25.5,"A_H2O2","HoP",1.1852,"MBTH/DMAB"
"C6",25.5,"B_H2O2","HoP",1.2876,"MBTH/DMAB"
"C7",25.5,"A","HoP",0.0922,"MBTH/DMAB"
"C8",25.5,"B","HoP",0.0928,"MBTH/DMAB"
"D1",25.5,"A_H2O2","MnP",1.1544,"MBTH/DMAB"
"D2",25.5,"B_H2O2","MnP",0.0833,"MBTH/DMAB"
"D3",25.5,"A","MnP",0.0878,"MBTH/DMAB"
"D4",25.5,"B","MnP",0.076,"MBTH/DMAB"
"D5",25.5,"A_H2O2","HoP",1.241,"MBTH/DMAB"
"D6",25.5,"B_H2O2","HoP",1.2609,"MBTH/DMAB"
"D7",25.5,"A","HoP",0.0924,"MBTH/DMAB"
"D8",25.5,"B","HoP",0.0922,"MBTH/DMAB"
"A1",26,"A_H2O2","MnP",1.0551,"MBTH/DMAB"
"A2",26,"B_H2O2","MnP",0.0778,"MBTH/DMAB"
"A3",26,"A","MnP",0.0879,"MBTH/DMAB"
"A4",26,"B","MnP",0.0737,"MBTH/DMAB"
"A5",26,"A_H2O2","HoP",1.239,"MBTH/DMAB"
"A6",26,"B_H2O2","HoP",1.2859,"MBTH/DMAB"
"A7",26,"A","HoP",0.0907,"MBTH/DMAB"
"A8",26,"B","HoP",0.0907,"MBTH/DMAB"
"B1",26,"A_H2O2","MnP",1.4489,"MBTH/DMAB"
"B2",26,"B_H2O2","MnP",0.0814,"MBTH/DMAB"
"B3",26,"A","MnP",0.0879,"MBTH/DMAB"
"B4",26,"B","MnP",0.0741,"MBTH/DMAB"
"B5",26,"A_H2O2","HoP",1.2478,"MBTH/DMAB"
"B6",26,"B_H2O2","HoP",1.18,"MBTH/DMAB"
"B7",26,"A","HoP",0.0916,"MBTH/DMAB"
"B8",26,"B","HoP",0.0909,"MBTH/DMAB"
"C1",26,"A_H2O2","MnP",1.225,"MBTH/DMAB"
"C2",26,"B_H2O2","MnP",0.086,"MBTH/DMAB"
"C3",26,"A","MnP",0.0882,"MBTH/DMAB"
"C4",26,"B","MnP",0.0758,"MBTH/DMAB"
"C5",26,"A_H2O2","HoP",1.1965,"MBTH/DMAB"
"C6",26,"B_H2O2","HoP",1.3011,"MBTH/DMAB"
"C7",26,"A","HoP",0.0922,"MBTH/DMAB"
"C8",26,"B","HoP",0.0927,"MBTH/DMAB"
"D1",26,"A_H2O2","MnP",1.1603,"MBTH/DMAB"
"D2",26,"B_H2O2","MnP",0.0829,"MBTH/DMAB"
"D3",26,"A","MnP",0.0877,"MBTH/DMAB"
"D4",26,"B","MnP",0.0762,"MBTH/DMAB"
"D5",26,"A_H2O2","HoP",1.2523,"MBTH/DMAB"
"D6",26,"B_H2O2","HoP",1.2737,"MBTH/DMAB"
"D7",26,"A","HoP",0.0923,"MBTH/DMAB"
"D8",26,"B","HoP",0.0922,"MBTH/DMAB"
"A1",26.5,"A_H2O2","MnP",1.0591,"MBTH/DMAB"
"A2",26.5,"B_H2O2","MnP",0.0772,"MBTH/DMAB"
"A3",26.5,"A","MnP",0.0879,"MBTH/DMAB"
"A4",26.5,"B","MnP",0.0739,"MBTH/DMAB"
"A5",26.5,"A_H2O2","HoP",1.2514,"MBTH/DMAB"
"A6",26.5,"B_H2O2","HoP",1.2996,"MBTH/DMAB"
"A7",26.5,"A","HoP",0.091,"MBTH/DMAB"
"A8",26.5,"B","HoP",0.0906,"MBTH/DMAB"
"B1",26.5,"A_H2O2","MnP",1.4565,"MBTH/DMAB"
"B2",26.5,"B_H2O2","MnP",0.0813,"MBTH/DMAB"
"B3",26.5,"A","MnP",0.0879,"MBTH/DMAB"
"B4",26.5,"B","MnP",0.0746,"MBTH/DMAB"
"B5",26.5,"A_H2O2","HoP",1.262,"MBTH/DMAB"
"B6",26.5,"B_H2O2","HoP",1.1934,"MBTH/DMAB"
"B7",26.5,"A","HoP",0.0923,"MBTH/DMAB"
"B8",26.5,"B","HoP",0.091,"MBTH/DMAB"
"C1",26.5,"A_H2O2","MnP",1.2298,"MBTH/DMAB"
"C2",26.5,"B_H2O2","MnP",0.0864,"MBTH/DMAB"
"C3",26.5,"A","MnP",0.0881,"MBTH/DMAB"
"C4",26.5,"B","MnP",0.0763,"MBTH/DMAB"
"C5",26.5,"A_H2O2","HoP",1.2095,"MBTH/DMAB"
"C6",26.5,"B_H2O2","HoP",1.3146,"MBTH/DMAB"
"C7",26.5,"A","HoP",0.0927,"MBTH/DMAB"
"C8",26.5,"B","HoP",0.0927,"MBTH/DMAB"
"D1",26.5,"A_H2O2","MnP",1.165,"MBTH/DMAB"
"D2",26.5,"B_H2O2","MnP",0.0829,"MBTH/DMAB"
"D3",26.5,"A","MnP",0.0877,"MBTH/DMAB"
"D4",26.5,"B","MnP",0.0762,"MBTH/DMAB"
"D5",26.5,"A_H2O2","HoP",1.265,"MBTH/DMAB"
"D6",26.5,"B_H2O2","HoP",1.2874,"MBTH/DMAB"
"D7",26.5,"A","HoP",0.0924,"MBTH/DMAB"
"D8",26.5,"B","HoP",0.0925,"MBTH/DMAB"
"A1",27,"A_H2O2","MnP",1.0633,"MBTH/DMAB"
"A2",27,"B_H2O2","MnP",0.0776,"MBTH/DMAB"
"A3",27,"A","MnP",0.0878,"MBTH/DMAB"
"A4",27,"B","MnP",0.074,"MBTH/DMAB"
"A5",27,"A_H2O2","HoP",1.2622,"MBTH/DMAB"
"A6",27,"B_H2O2","HoP",1.3121,"MBTH/DMAB"
"A7",27,"A","HoP",0.0911,"MBTH/DMAB"
"A8",27,"B","HoP",0.0906,"MBTH/DMAB"
"B1",27,"A_H2O2","MnP",1.4636,"MBTH/DMAB"
"B2",27,"B_H2O2","MnP",0.0816,"MBTH/DMAB"
"B3",27,"A","MnP",0.088,"MBTH/DMAB"
"B4",27,"B","MnP",0.0746,"MBTH/DMAB"
"B5",27,"A_H2O2","HoP",1.2724,"MBTH/DMAB"
"B6",27,"B_H2O2","HoP",1.2044,"MBTH/DMAB"
"B7",27,"A","HoP",0.0919,"MBTH/DMAB"
"B8",27,"B","HoP",0.0911,"MBTH/DMAB"
"C1",27,"A_H2O2","MnP",1.2364,"MBTH/DMAB"
"C2",27,"B_H2O2","MnP",0.0863,"MBTH/DMAB"
"C3",27,"A","MnP",0.0885,"MBTH/DMAB"
"C4",27,"B","MnP",0.0763,"MBTH/DMAB"
"C5",27,"A_H2O2","HoP",1.2213,"MBTH/DMAB"
"C6",27,"B_H2O2","HoP",1.3268,"MBTH/DMAB"
"C7",27,"A","HoP",0.0927,"MBTH/DMAB"
"C8",27,"B","HoP",0.0927,"MBTH/DMAB"
"D1",27,"A_H2O2","MnP",1.1714,"MBTH/DMAB"
"D2",27,"B_H2O2","MnP",0.0832,"MBTH/DMAB"
"D3",27,"A","MnP",0.088,"MBTH/DMAB"
"D4",27,"B","MnP",0.0759,"MBTH/DMAB"
"D5",27,"A_H2O2","HoP",1.2767,"MBTH/DMAB"
"D6",27,"B_H2O2","HoP",1.2995,"MBTH/DMAB"
"D7",27,"A","HoP",0.0923,"MBTH/DMAB"
"D8",27,"B","HoP",0.0925,"MBTH/DMAB"
"A1",27.5,"A_H2O2","MnP",1.0673,"MBTH/DMAB"
"A2",27.5,"B_H2O2","MnP",0.0779,"MBTH/DMAB"
"A3",27.5,"A","MnP",0.088,"MBTH/DMAB"
"A4",27.5,"B","MnP",0.0743,"MBTH/DMAB"
"A5",27.5,"A_H2O2","HoP",1.2735,"MBTH/DMAB"
"A6",27.5,"B_H2O2","HoP",1.3252,"MBTH/DMAB"
"A7",27.5,"A","HoP",0.0911,"MBTH/DMAB"
"A8",27.5,"B","HoP",0.0907,"MBTH/DMAB"
"B1",27.5,"A_H2O2","MnP",1.4699,"MBTH/DMAB"
"B2",27.5,"B_H2O2","MnP",0.0814,"MBTH/DMAB"
"B3",27.5,"A","MnP",0.088,"MBTH/DMAB"
"B4",27.5,"B","MnP",0.0747,"MBTH/DMAB"
"B5",27.5,"A_H2O2","HoP",1.2837,"MBTH/DMAB"
"B6",27.5,"B_H2O2","HoP",1.2162,"MBTH/DMAB"
"B7",27.5,"A","HoP",0.092,"MBTH/DMAB"
"B8",27.5,"B","HoP",0.0911,"MBTH/DMAB"
"C1",27.5,"A_H2O2","MnP",1.2423,"MBTH/DMAB"
"C2",27.5,"B_H2O2","MnP",0.0867,"MBTH/DMAB"
"C3",27.5,"A","MnP",0.0884,"MBTH/DMAB"
"C4",27.5,"B","MnP",0.0765,"MBTH/DMAB"
"C5",27.5,"A_H2O2","HoP",1.2318,"MBTH/DMAB"
"C6",27.5,"B_H2O2","HoP",1.3384,"MBTH/DMAB"
"C7",27.5,"A","HoP",0.0926,"MBTH/DMAB"
"C8",27.5,"B","HoP",0.0925,"MBTH/DMAB"
"D1",27.5,"A_H2O2","MnP",1.1732,"MBTH/DMAB"
"D2",27.5,"B_H2O2","MnP",0.0836,"MBTH/DMAB"
"D3",27.5,"A","MnP",0.0883,"MBTH/DMAB"
"D4",27.5,"B","MnP",0.0767,"MBTH/DMAB"
"D5",27.5,"A_H2O2","HoP",1.2877,"MBTH/DMAB"
"D6",27.5,"B_H2O2","HoP",1.3105,"MBTH/DMAB"
"D7",27.5,"A","HoP",0.0923,"MBTH/DMAB"
"D8",27.5,"B","HoP",0.0925,"MBTH/DMAB"
"A1",28,"A_H2O2","MnP",1.0708,"MBTH/DMAB"
"A2",28,"B_H2O2","MnP",0.0781,"MBTH/DMAB"
"A3",28,"A","MnP",0.0881,"MBTH/DMAB"
"A4",28,"B","MnP",0.0741,"MBTH/DMAB"
"A5",28,"A_H2O2","HoP",1.2866,"MBTH/DMAB"
"A6",28,"B_H2O2","HoP",1.3377,"MBTH/DMAB"
"A7",28,"A","HoP",0.0915,"MBTH/DMAB"
"A8",28,"B","HoP",0.0907,"MBTH/DMAB"
"B1",28,"A_H2O2","MnP",1.4767,"MBTH/DMAB"
"B2",28,"B_H2O2","MnP",0.0819,"MBTH/DMAB"
"B3",28,"A","MnP",0.0879,"MBTH/DMAB"
"B4",28,"B","MnP",0.075,"MBTH/DMAB"
"B5",28,"A_H2O2","HoP",1.2958,"MBTH/DMAB"
"B6",28,"B_H2O2","HoP",1.2282,"MBTH/DMAB"
"B7",28,"A","HoP",0.0919,"MBTH/DMAB"
"B8",28,"B","HoP",0.091,"MBTH/DMAB"
"C1",28,"A_H2O2","MnP",1.2491,"MBTH/DMAB"
"C2",28,"B_H2O2","MnP",0.087,"MBTH/DMAB"
"C3",28,"A","MnP",0.0885,"MBTH/DMAB"
"C4",28,"B","MnP",0.0767,"MBTH/DMAB"
"C5",28,"A_H2O2","HoP",1.2438,"MBTH/DMAB"
"C6",28,"B_H2O2","HoP",1.3521,"MBTH/DMAB"
"C7",28,"A","HoP",0.0926,"MBTH/DMAB"
"C8",28,"B","HoP",0.0931,"MBTH/DMAB"
"D1",28,"A_H2O2","MnP",1.1777,"MBTH/DMAB"
"D2",28,"B_H2O2","MnP",0.0839,"MBTH/DMAB"
"D3",28,"A","MnP",0.088,"MBTH/DMAB"
"D4",28,"B","MnP",0.0764,"MBTH/DMAB"
"D5",28,"A_H2O2","HoP",1.2988,"MBTH/DMAB"
"D6",28,"B_H2O2","HoP",1.3223,"MBTH/DMAB"
"D7",28,"A","HoP",0.0926,"MBTH/DMAB"
"D8",28,"B","HoP",0.0925,"MBTH/DMAB"
"A1",28.5,"A_H2O2","MnP",1.0741,"MBTH/DMAB"
"A2",28.5,"B_H2O2","MnP",0.0783,"MBTH/DMAB"
"A3",28.5,"A","MnP",0.0879,"MBTH/DMAB"
"A4",28.5,"B","MnP",0.0742,"MBTH/DMAB"
"A5",28.5,"A_H2O2","HoP",1.2946,"MBTH/DMAB"
"A6",28.5,"B_H2O2","HoP",1.3467,"MBTH/DMAB"
"A7",28.5,"A","HoP",0.0914,"MBTH/DMAB"
"A8",28.5,"B","HoP",0.091,"MBTH/DMAB"
"B1",28.5,"A_H2O2","MnP",1.482,"MBTH/DMAB"
"B2",28.5,"B_H2O2","MnP",0.0822,"MBTH/DMAB"
"B3",28.5,"A","MnP",0.0884,"MBTH/DMAB"
"B4",28.5,"B","MnP",0.075,"MBTH/DMAB"
"B5",28.5,"A_H2O2","HoP",1.3068,"MBTH/DMAB"
"B6",28.5,"B_H2O2","HoP",1.2382,"MBTH/DMAB"
"B7",28.5,"A","HoP",0.0918,"MBTH/DMAB"
"B8",28.5,"B","HoP",0.0911,"MBTH/DMAB"
"C1",28.5,"A_H2O2","MnP",1.2523,"MBTH/DMAB"
"C2",28.5,"B_H2O2","MnP",0.0874,"MBTH/DMAB"
"C3",28.5,"A","MnP",0.0883,"MBTH/DMAB"
"C4",28.5,"B","MnP",0.0766,"MBTH/DMAB"
"C5",28.5,"A_H2O2","HoP",1.2534,"MBTH/DMAB"
"C6",28.5,"B_H2O2","HoP",1.3617,"MBTH/DMAB"
"C7",28.5,"A","HoP",0.0927,"MBTH/DMAB"
"C8",28.5,"B","HoP",0.0928,"MBTH/DMAB"
"D1",28.5,"A_H2O2","MnP",1.1842,"MBTH/DMAB"
"D2",28.5,"B_H2O2","MnP",0.0841,"MBTH/DMAB"
"D3",28.5,"A","MnP",0.0882,"MBTH/DMAB"
"D4",28.5,"B","MnP",0.0767,"MBTH/DMAB"
"D5",28.5,"A_H2O2","HoP",1.3081,"MBTH/DMAB"
"D6",28.5,"B_H2O2","HoP",1.3327,"MBTH/DMAB"
"D7",28.5,"A","HoP",0.0927,"MBTH/DMAB"
"D8",28.5,"B","HoP",0.0927,"MBTH/DMAB"
"A1",29,"A_H2O2","MnP",1.0774,"MBTH/DMAB"
"A2",29,"B_H2O2","MnP",0.0785,"MBTH/DMAB"
"A3",29,"A","MnP",0.0884,"MBTH/DMAB"
"A4",29,"B","MnP",0.0745,"MBTH/DMAB"
"A5",29,"A_H2O2","HoP",1.3047,"MBTH/DMAB"
"A6",29,"B_H2O2","HoP",1.3588,"MBTH/DMAB"
"A7",29,"A","HoP",0.0913,"MBTH/DMAB"
"A8",29,"B","HoP",0.0908,"MBTH/DMAB"
"B1",29,"A_H2O2","MnP",1.4874,"MBTH/DMAB"
"B2",29,"B_H2O2","MnP",0.0824,"MBTH/DMAB"
"B3",29,"A","MnP",0.0883,"MBTH/DMAB"
"B4",29,"B","MnP",0.075,"MBTH/DMAB"
"B5",29,"A_H2O2","HoP",1.3172,"MBTH/DMAB"
"B6",29,"B_H2O2","HoP",1.249,"MBTH/DMAB"
"B7",29,"A","HoP",0.0921,"MBTH/DMAB"
"B8",29,"B","HoP",0.0912,"MBTH/DMAB"
"C1",29,"A_H2O2","MnP",1.2592,"MBTH/DMAB"
"C2",29,"B_H2O2","MnP",0.0875,"MBTH/DMAB"
"C3",29,"A","MnP",0.0888,"MBTH/DMAB"
"C4",29,"B","MnP",0.077,"MBTH/DMAB"
"C5",29,"A_H2O2","HoP",1.2645,"MBTH/DMAB"
"C6",29,"B_H2O2","HoP",1.3743,"MBTH/DMAB"
"C7",29,"A","HoP",0.0926,"MBTH/DMAB"
"C8",29,"B","HoP",0.0928,"MBTH/DMAB"
"D1",29,"A_H2O2","MnP",1.1884,"MBTH/DMAB"
"D2",29,"B_H2O2","MnP",0.084,"MBTH/DMAB"
"D3",29,"A","MnP",0.0882,"MBTH/DMAB"
"D4",29,"B","MnP",0.0768,"MBTH/DMAB"
"D5",29,"A_H2O2","HoP",1.3184,"MBTH/DMAB"
"D6",29,"B_H2O2","HoP",1.3443,"MBTH/DMAB"
"D7",29,"A","HoP",0.0924,"MBTH/DMAB"
"D8",29,"B","HoP",0.0924,"MBTH/DMAB"
"A1",29.5,"A_H2O2","MnP",1.0801,"MBTH/DMAB"
"A2",29.5,"B_H2O2","MnP",0.0787,"MBTH/DMAB"
"A3",29.5,"A","MnP",0.0884,"MBTH/DMAB"
"A4",29.5,"B","MnP",0.0746,"MBTH/DMAB"
"A5",29.5,"A_H2O2","HoP",1.3159,"MBTH/DMAB"
"A6",29.5,"B_H2O2","HoP",1.3712,"MBTH/DMAB"
"A7",29.5,"A","HoP",0.0914,"MBTH/DMAB"
"A8",29.5,"B","HoP",0.0909,"MBTH/DMAB"
"B1",29.5,"A_H2O2","MnP",1.4942,"MBTH/DMAB"
"B2",29.5,"B_H2O2","MnP",0.0826,"MBTH/DMAB"
"B3",29.5,"A","MnP",0.0883,"MBTH/DMAB"
"B4",29.5,"B","MnP",0.0751,"MBTH/DMAB"
"B5",29.5,"A_H2O2","HoP",1.3284,"MBTH/DMAB"
"B6",29.5,"B_H2O2","HoP",1.2588,"MBTH/DMAB"
"B7",29.5,"A","HoP",0.0924,"MBTH/DMAB"
"B8",29.5,"B","HoP",0.0913,"MBTH/DMAB"
"C1",29.5,"A_H2O2","MnP",1.2631,"MBTH/DMAB"
"C2",29.5,"B_H2O2","MnP",0.0879,"MBTH/DMAB"
"C3",29.5,"A","MnP",0.0885,"MBTH/DMAB"
"C4",29.5,"B","MnP",0.0779,"MBTH/DMAB"
"C5",29.5,"A_H2O2","HoP",1.2748,"MBTH/DMAB"
"C6",29.5,"B_H2O2","HoP",1.385,"MBTH/DMAB"
"C7",29.5,"A","HoP",0.0929,"MBTH/DMAB"
"C8",29.5,"B","HoP",0.0928,"MBTH/DMAB"
"D1",29.5,"A_H2O2","MnP",1.1914,"MBTH/DMAB"
"D2",29.5,"B_H2O2","MnP",0.0846,"MBTH/DMAB"
"D3",29.5,"A","MnP",0.0885,"MBTH/DMAB"
"D4",29.5,"B","MnP",0.0768,"MBTH/DMAB"
"D5",29.5,"A_H2O2","HoP",1.3295,"MBTH/DMAB"
"D6",29.5,"B_H2O2","HoP",1.3553,"MBTH/DMAB"
"D7",29.5,"A","HoP",0.0928,"MBTH/DMAB"
"D8",29.5,"B","HoP",0.0925,"MBTH/DMAB"
"A1",0,"A_H2O2","MnP",0.0911,"ABTS"
"A2",0,"B_H2O2","MnP",0.1039,"ABTS"
"A3",0,"A","MnP",0.1007,"ABTS"
"A4",0,"B","MnP",0.0999,"ABTS"
"A5",0,"A_H2O2","HoP",0.2725,"ABTS"
"A6",0,"B_H2O2","HoP",0.3466,"ABTS"
"A7",0,"A","HoP",0.1022,"ABTS"
"A8",0,"B","HoP",0.104,"ABTS"
"B1",0,"A_H2O2","MnP",0.0939,"ABTS"
"B2",0,"B_H2O2","MnP",0.1029,"ABTS"
"B3",0,"A","MnP",0.1002,"ABTS"
"B4",0,"B","MnP",0.0998,"ABTS"
"B5",0,"A_H2O2","HoP",0.3723,"ABTS"
"B6",0,"B_H2O2","HoP",0.3751,"ABTS"
"B7",0,"A","HoP",0.1005,"ABTS"
"B8",0,"B","HoP",0.104,"ABTS"
"C1",0,"A_H2O2","MnP",0.0931,"ABTS"
"C2",0,"B_H2O2","MnP",0.1029,"ABTS"
"C3",0,"A","MnP",0.1006,"ABTS"
"C4",0,"B","MnP",0.1006,"ABTS"
"C5",0,"A_H2O2","HoP",0.4252,"ABTS"
"C6",0,"B_H2O2","HoP",0.3815,"ABTS"
"C7",0,"A","HoP",0.101,"ABTS"
"C8",0,"B","HoP",0.1039,"ABTS"
"D1",0,"A_H2O2","MnP",0.0952,"ABTS"
"D2",0,"B_H2O2","MnP",0.104,"ABTS"
"D3",0,"A","MnP",0.0998,"ABTS"
"D4",0,"B","MnP",0.0995,"ABTS"
"D5",0,"A_H2O2","HoP",0.3582,"ABTS"
"D6",0,"B_H2O2","HoP",0.3933,"ABTS"
"D7",0,"A","HoP",0.101,"ABTS"
"D8",0,"B","HoP",0.1034,"ABTS"
"A1",0.5,"A_H2O2","MnP",0.093,"ABTS"
"A2",0.5,"B_H2O2","MnP",0.1066,"ABTS"
"A3",0.5,"A","MnP",0.1014,"ABTS"
"A4",0.5,"B","MnP",0.1007,"ABTS"
"A5",0.5,"A_H2O2","HoP",0.4378,"ABTS"
"A6",0.5,"B_H2O2","HoP",0.5675,"ABTS"
"A7",0.5,"A","HoP",0.1034,"ABTS"
"A8",0.5,"B","HoP",0.1062,"ABTS"
"B1",0.5,"A_H2O2","MnP",0.0957,"ABTS"
"B2",0.5,"B_H2O2","MnP",0.1053,"ABTS"
"B3",0.5,"A","MnP",0.1014,"ABTS"
"B4",0.5,"B","MnP",0.1007,"ABTS"
"B5",0.5,"A_H2O2","HoP",0.5806,"ABTS"
"B6",0.5,"B_H2O2","HoP",0.6255,"ABTS"
"B7",0.5,"A","HoP",0.1016,"ABTS"
"B8",0.5,"B","HoP",0.1062,"ABTS"
"C1",0.5,"A_H2O2","MnP",0.0935,"ABTS"
"C2",0.5,"B_H2O2","MnP",0.1058,"ABTS"
"C3",0.5,"A","MnP",0.1021,"ABTS"
"C4",0.5,"B","MnP",0.1011,"ABTS"
"C5",0.5,"A_H2O2","HoP",0.6397,"ABTS"
"C6",0.5,"B_H2O2","HoP",0.6253,"ABTS"
"C7",0.5,"A","HoP",0.1021,"ABTS"
"C8",0.5,"B","HoP",0.1061,"ABTS"
"D1",0.5,"A_H2O2","MnP",0.0964,"ABTS"
"D2",0.5,"B_H2O2","MnP",0.1063,"ABTS"
"D3",0.5,"A","MnP",0.1014,"ABTS"
"D4",0.5,"B","MnP",0.1004,"ABTS"
"D5",0.5,"A_H2O2","HoP",0.5368,"ABTS"
"D6",0.5,"B_H2O2","HoP",0.6077,"ABTS"
"D7",0.5,"A","HoP",0.1019,"ABTS"
"D8",0.5,"B","HoP",0.1055,"ABTS"
"A1",1,"A_H2O2","MnP",0.0947,"ABTS"
"A2",1,"B_H2O2","MnP",0.1088,"ABTS"
"A3",1,"A","MnP",0.1025,"ABTS"
"A4",1,"B","MnP",0.1016,"ABTS"
"A5",1,"A_H2O2","HoP",0.5911,"ABTS"
"A6",1,"B_H2O2","HoP",0.7766,"ABTS"
"A7",1,"A","HoP",0.1044,"ABTS"
"A8",1,"B","HoP",0.1081,"ABTS"
"B1",1,"A_H2O2","MnP",0.0978,"ABTS"
"B2",1,"B_H2O2","MnP",0.1079,"ABTS"
"B3",1,"A","MnP",0.1029,"ABTS"
"B4",1,"B","MnP",0.1017,"ABTS"
"B5",1,"A_H2O2","HoP",0.7828,"ABTS"
"B6",1,"B_H2O2","HoP",0.8523,"ABTS"
"B7",1,"A","HoP",0.1027,"ABTS"
"B8",1,"B","HoP",0.1081,"ABTS"
"C1",1,"A_H2O2","MnP",0.0948,"ABTS"
"C2",1,"B_H2O2","MnP",0.1082,"ABTS"
"C3",1,"A","MnP",0.104,"ABTS"
"C4",1,"B","MnP",0.1018,"ABTS"
"C5",1,"A_H2O2","HoP",0.8724,"ABTS"
"C6",1,"B_H2O2","HoP",0.8557,"ABTS"
"C7",1,"A","HoP",0.103,"ABTS"
"C8",1,"B","HoP",0.1079,"ABTS"
"D1",1,"A_H2O2","MnP",0.1006,"ABTS"
"D2",1,"B_H2O2","MnP",0.1086,"ABTS"
"D3",1,"A","MnP",0.1037,"ABTS"
"D4",1,"B","MnP",0.1012,"ABTS"
"D5",1,"A_H2O2","HoP",0.7214,"ABTS"
"D6",1,"B_H2O2","HoP",0.813,"ABTS"
"D7",1,"A","HoP",0.1028,"ABTS"
"D8",1,"B","HoP",0.1074,"ABTS"
"A1",1.5,"A_H2O2","MnP",0.0981,"ABTS"
"A2",1.5,"B_H2O2","MnP",0.1115,"ABTS"
"A3",1.5,"A","MnP",0.1034,"ABTS"
"A4",1.5,"B","MnP",0.1021,"ABTS"
"A5",1.5,"A_H2O2","HoP",0.7413,"ABTS"
"A6",1.5,"B_H2O2","HoP",0.9867,"ABTS"
"A7",1.5,"A","HoP",0.1053,"ABTS"
"A8",1.5,"B","HoP",0.1096,"ABTS"
"B1",1.5,"A_H2O2","MnP",0.1009,"ABTS"
"B2",1.5,"B_H2O2","MnP",0.1104,"ABTS"
"B3",1.5,"A","MnP",0.1041,"ABTS"
"B4",1.5,"B","MnP",0.1023,"ABTS"
"B5",1.5,"A_H2O2","HoP",0.9683,"ABTS"
"B6",1.5,"B_H2O2","HoP",1.0633,"ABTS"
"B7",1.5,"A","HoP",0.1037,"ABTS"
"B8",1.5,"B","HoP",0.11,"ABTS"
"C1",1.5,"A_H2O2","MnP",0.0979,"ABTS"
"C2",1.5,"B_H2O2","MnP",0.1107,"ABTS"
"C3",1.5,"A","MnP",0.1052,"ABTS"
"C4",1.5,"B","MnP",0.1024,"ABTS"
"C5",1.5,"A_H2O2","HoP",1.0867,"ABTS"
"C6",1.5,"B_H2O2","HoP",1.0685,"ABTS"
"C7",1.5,"A","HoP",0.1041,"ABTS"
"C8",1.5,"B","HoP",0.11,"ABTS"
"D1",1.5,"A_H2O2","MnP",0.1041,"ABTS"
"D2",1.5,"B_H2O2","MnP",0.1109,"ABTS"
"D3",1.5,"A","MnP",0.1041,"ABTS"
"D4",1.5,"B","MnP",0.1016,"ABTS"
"D5",1.5,"A_H2O2","HoP",0.8917,"ABTS"
"D6",1.5,"B_H2O2","HoP",1.0146,"ABTS"
"D7",1.5,"A","HoP",0.1037,"ABTS"
"D8",1.5,"B","HoP",0.1094,"ABTS"
"A1",2,"A_H2O2","MnP",0.1026,"ABTS"
"A2",2,"B_H2O2","MnP",0.1139,"ABTS"
