"well_ID","time_min","MnP_conc","H2O2_conc","absorbance"
"B6",5.5,"0.005",10,0.3817
"B7",5.5,"0.005",10,0.4191
"B8",5.5,"0.005",10,0.5024
"C1",5.5,"0.008",5,0.9528
"C2",5.5,"0.008",5,1.1378
"C3",5.5,"0.008",5,1.0002
"C4",5.5,"0.008",5,1.2271
"C5",5.5,"0.005",5,0.59
"C6",5.5,"0.005",5,0.581
"C7",5.5,"0.005",5,0.6396
"C8",5.5,"0.005",5,0.6079
"D1",5.5,"0.008",2.5,1.5827
"D2",5.5,"0.008",2.5,1.8389
"D3",5.5,"0.008",2.5,1.5339
"D4",5.5,"0.008",2.5,1.7539
"D5",5.5,"0.005",2.5,0.9497
"D6",5.5,"0.005",2.5,1.2128
"D7",5.5,"0.005",2.5,0.9425
"D8",5.5,"0.005",2.5,1.1826
"E1",5.5,"0.008",1.25,1.3081
"E2",5.5,"0.008",1.25,1.3485
"E3",5.5,"0.008",1.25,1.3306
"E4",5.5,"0.008",1.25,1.3416
"E5",5.5,"0.005",1.25,1.1355
"E6",5.5,"0.005",1.25,1.1314
"E7",5.5,"0.005",1.25,1.1849
"E8",5.5,"0.005",1.25,1.2684
"F2",5.5,"0.008",0.75,0.8156
"F3",5.5,"0.008",0.75,0.8434
"F4",5.5,"0.008",0.75,0.8144
"F5",5.5,"0.005",0.75,0.7975
"F6",5.5,"0.005",0.75,0.7806
"F7",5.5,"0.005",0.75,0.7877
"F8",5.5,"0.005",0.75,0.8213
"G1",5.5,"0.008",0.375,0.4926
"G2",5.5,"0.008",0.375,0.4762
"G3",5.5,"0.008",0.375,0.4867
"G4",5.5,"0.008",0.375,0.4717
"G5",5.5,"0.005",0.375,0.458
"G6",5.5,"0.005",0.375,0.4712
"G7",5.5,"0.005",0.375,0.459
"G8",5.5,"0.005",0.375,0.4627
"H1",5.5,"0.008",0,0.0774
"H2",5.5,"0.008",0,0.0779
"H3",5.5,"0.008",0,0.0763
"H4",5.5,"0.008",0,0.0781
"H5",5.5,"0.005",0,0.078
"H6",5.5,"0.005",0,0.0799
"H7",5.5,"0.005",0,0.0792
"H8",5.5,"0.005",0,0.08
"A1",6,"0.008",50,0.1815
"A2",6,"0.008",50,0.2031
"A3",6,"0.008",50,0.2099
"A4",6,"0.008",50,0.2055
"A5",6,"0.005",50,0.2019
"A6",6,"0.005",50,0.1669
"A7",6,"0.005",50,0.1776
"A8",6,"0.005",50,0.194
"B1",6,"0.008",10,0.4245
"B2",6,"0.008",10,0.5719
"B3",6,"0.008",10,0.581
"B4",6,"0.008",10,0.6007
"B5",6,"0.005",10,0.3802
"B6",6,"0.005",10,0.3874
"B7",6,"0.005",10,0.4241
"B8",6,"0.005",10,0.5085
"C1",6,"0.008",5,0.9821
"C2",6,"0.008",5,1.1802
"C3",6,"0.008",5,1.0405
"C4",6,"0.008",5,1.2732
"C5",6,"0.005",5,0.6078
"C6",6,"0.005",5,0.5941
"C7",6,"0.005",5,0.655
"C8",6,"0.005",5,0.6209
"D1",6,"0.008",2.5,1.6115
"D2",6,"0.008",2.5,1.8556
"D3",6,"0.008",2.5,1.5785
"D4",6,"0.008",2.5,1.7914
"D5",6,"0.005",2.5,1.0045
"D6",6,"0.005",2.5,1.2707
"D7",6,"0.005",2.5,0.9949
"D8",6,"0.005",2.5,1.2361
"E1",6,"0.008",1.25,1.3199
"E2",6,"0.008",1.25,1.3567
"E3",6,"0.008",1.25,1.3355
"E4",6,"0.008",1.25,1.3477
"E5",6,"0.005",1.25,1.1687
"E6",6,"0.005",1.25,1.169
"E7",6,"0.005",1.25,1.2121
"E8",6,"0.005",1.25,1.291
"F2",6,"0.008",0.75,0.8171
"F3",6,"0.008",0.75,0.8449
"F4",6,"0.008",0.75,0.8146
"F5",6,"0.005",0.75,0.8085
"F6",6,"0.005",0.75,0.7984
"F7",6,"0.005",0.75,0.7988
"F8",6,"0.005",0.75,0.8266
"G1",6,"0.008",0.375,0.493
"G2",6,"0.008",0.375,0.4771
"G3",6,"0.008",0.375,0.4868
"G4",6,"0.008",0.375,0.4723
"G5",6,"0.005",0.375,0.461
"G6",6,"0.005",0.375,0.4745
"G7",6,"0.005",0.375,0.4629
"G8",6,"0.005",0.375,0.4672
"H1",6,"0.008",0,0.0776
"H2",6,"0.008",0,0.0783
"H3",6,"0.008",0,0.0762
"H4",6,"0.008",0,0.0781
"H5",6,"0.005",0,0.0783
"H6",6,"0.005",0,0.0799
"H7",6,"0.005",0,0.0793
"H8",6,"0.005",0,0.0804
"A1",6.5,"0.008",50,0.1824
"A2",6.5,"0.008",50,0.2042
"A3",6.5,"0.008",50,0.2114
"A4",6.5,"0.008",50,0.2069
"A5",6.5,"0.005",50,0.2032
"A6",6.5,"0.005",50,0.1673
"A7",6.5,"0.005",50,0.1783
"A8",6.5,"0.005",50,0.1948
"B1",6.5,"0.008",10,0.4339
"B2",6.5,"0.008",10,0.5832
"B3",6.5,"0.008",10,0.5934
"B4",6.5,"0.008",10,0.6129
"B5",6.5,"0.005",10,0.3879
"B6",6.5,"0.005",10,0.3933
"B7",6.5,"0.005",10,0.4285
"B8",6.5,"0.005",10,0.5146
"C1",6.5,"0.008",5,1.0099
"C2",6.5,"0.008",5,1.2222
"C3",6.5,"0.008",5,1.0785
"C4",6.5,"0.008",5,1.3129
"C5",6.5,"0.005",5,0.6265
"C6",6.5,"0.005",5,0.611
"C7",6.5,"0.005",5,0.6703
"C8",6.5,"0.005",5,0.6342
"D1",6.5,"0.008",2.5,1.6321
"D2",6.5,"0.008",2.5,1.8649
"D3",6.5,"0.008",2.5,1.6195
"D4",6.5,"0.008",2.5,1.8213
"D5",6.5,"0.005",2.5,1.0548
"D6",6.5,"0.005",2.5,1.326
"D7",6.5,"0.005",2.5,1.0491
"D8",6.5,"0.005",2.5,1.2885
"E1",6.5,"0.008",1.25,1.3266
"E2",6.5,"0.008",1.25,1.3601
"E3",6.5,"0.008",1.25,1.3379
"E4",6.5,"0.008",1.25,1.3515
"E5",6.5,"0.005",1.25,1.1966
"E6",6.5,"0.005",1.25,1.206
"E7",6.5,"0.005",1.25,1.2438
"E8",6.5,"0.005",1.25,1.3134
"F2",6.5,"0.008",0.75,0.8192
"F3",6.5,"0.008",0.75,0.8451
"F4",6.5,"0.008",0.75,0.814
"F5",6.5,"0.005",0.75,0.8184
"F6",6.5,"0.005",0.75,0.8143
"F7",6.5,"0.005",0.75,0.8077
"F8",6.5,"0.005",0.75,0.8316
"G1",6.5,"0.008",0.375,0.4932
"G2",6.5,"0.008",0.375,0.4772
"G3",6.5,"0.008",0.375,0.4895
"G4",6.5,"0.008",0.375,0.4721
"G5",6.5,"0.005",0.375,0.4641
"G6",6.5,"0.005",0.375,0.4763
"G7",6.5,"0.005",0.375,0.4657
"G8",6.5,"0.005",0.375,0.4713
"H1",6.5,"0.008",0,0.0776
"H2",6.5,"0.008",0,0.079
"H3",6.5,"0.008",0,0.0765
"H4",6.5,"0.008",0,0.0788
"H5",6.5,"0.005",0,0.0792
"H6",6.5,"0.005",0,0.0808
"H7",6.5,"0.005",0,0.0798
"H8",6.5,"0.005",0,0.0806
"A1",7,"0.008",50,0.1831
"A2",7,"0.008",50,0.2046
"A3",7,"0.008",50,0.2125
"A4",7,"0.008",50,0.207
"A5",7,"0.005",50,0.204
"A6",7,"0.005",50,0.1679
"A7",7,"0.005",50,0.1792
"A8",7,"0.005",50,0.1958
"B1",7,"0.008",10,0.4264
"B2",7,"0.008",10,0.5932
"B3",7,"0.008",10,0.6041
"B4",7,"0.008",10,0.6232
"B5",7,"0.005",10,0.3951
"B6",7,"0.005",10,0.3986
"B7",7,"0.005",10,0.4347
"B8",7,"0.005",10,0.5217
"C1",7,"0.008",5,1.0395
"C2",7,"0.008",5,1.2631
"C3",7,"0.008",5,1.1113
"C4",7,"0.008",5,1.3574
"C5",7,"0.005",5,0.6419
"C6",7,"0.005",5,0.6275
"C7",7,"0.005",5,0.6856
"C8",7,"0.005",5,0.6499
"D1",7,"0.008",2.5,1.6488
"D2",7,"0.008",2.5,1.8693
"D3",7,"0.008",2.5,1.6525
"D4",7,"0.008",2.5,1.8397
"D5",7,"0.005",2.5,1.1008
"D6",7,"0.005",2.5,1.3808
"D7",7,"0.005",2.5,1.0928
"D8",7,"0.005",2.5,1.3401
"E1",7,"0.008",1.25,1.3306
"E2",7,"0.008",1.25,1.3616
"E3",7,"0.008",1.25,1.3395
"E4",7,"0.008",1.25,1.3539
"E5",7,"0.005",1.25,1.2236
"E6",7,"0.005",1.25,1.2343
"E7",7,"0.005",1.25,1.2687
"E8",7,"0.005",1.25,1.3303
"F2",7,"0.008",0.75,0.8213
"F3",7,"0.008",0.75,0.8449
"F4",7,"0.008",0.75,0.8139
"F5",7,"0.005",0.75,0.8255
"F6",7,"0.005",0.75,0.8248
"F7",7,"0.005",0.75,0.8136
"F8",7,"0.005",0.75,0.8364
"G1",7,"0.008",0.375,0.4934
"G2",7,"0.008",0.375,0.4789
"G3",7,"0.008",0.375,0.4857
"G4",7,"0.008",0.375,0.4723
"G5",7,"0.005",0.375,0.4646
"G6",7,"0.005",0.375,0.478
"G7",7,"0.005",0.375,0.4675
"G8",7,"0.005",0.375,0.4744
"H1",7,"0.008",0,0.078
"H2",7,"0.008",0,0.0789
"H3",7,"0.008",0,0.0769
"H4",7,"0.008",0,0.0786
"H5",7,"0.005",0,0.079
"H6",7,"0.005",0,0.0813
"H7",7,"0.005",0,0.0794
"H8",7,"0.005",0,0.0807
"A1",7.5,"0.008",50,0.1834
"A2",7.5,"0.008",50,0.2062
"A3",7.5,"0.008",50,0.2144
"A4",7.5,"0.008",50,0.2081
"A5",7.5,"0.005",50,0.2035
"A6",7.5,"0.005",50,0.1677
"A7",7.5,"0.005",50,0.1798
"A8",7.5,"0.005",50,0.1965
"B1",7.5,"0.008",10,0.5903
"B2",7.5,"0.008",10,0.6044
"B3",7.5,"0.008",10,0.6168
"B4",7.5,"0.008",10,0.634
"B5",7.5,"0.005",10,0.402
"B6",7.5,"0.005",10,0.4039
"B7",7.5,"0.005",10,0.4405
"B8",7.5,"0.005",10,0.5268
"C1",7.5,"0.008",5,1.0729
"C2",7.5,"0.008",5,1.2983
"C3",7.5,"0.008",5,1.1468
"C4",7.5,"0.008",5,1.3966
"C5",7.5,"0.005",5,0.6571
"C6",7.5,"0.005",5,0.6451
"C7",7.5,"0.005",5,0.6987
"C8",7.5,"0.005",5,0.6656
"D1",7.5,"0.008",2.5,1.6652
"D2",7.5,"0.008",2.5,1.8696
"D3",7.5,"0.008",2.5,1.681
"D4",7.5,"0.008",2.5,1.8532
"D5",7.5,"0.005",2.5,1.1462
"D6",7.5,"0.005",2.5,1.4305
"D7",7.5,"0.005",2.5,1.1406
"D8",7.5,"0.005",2.5,1.3895
"E1",7.5,"0.008",1.25,1.3327
"E2",7.5,"0.008",1.25,1.3647
"E3",7.5,"0.008",1.25,1.3417
"E4",7.5,"0.008",1.25,1.3539
"E5",7.5,"0.005",1.25,1.2462
"E6",7.5,"0.005",1.25,1.2577
"E7",7.5,"0.005",1.25,1.29
"E8",7.5,"0.005",1.25,1.3432
"F2",7.5,"0.008",0.75,0.8225
"F3",7.5,"0.008",0.75,0.8457
"F4",7.5,"0.008",0.75,0.8119
"F5",7.5,"0.005",0.75,0.8324
"F6",7.5,"0.005",0.75,0.8338
"F7",7.5,"0.005",0.75,0.8188
"F8",7.5,"0.005",0.75,0.8402
"G1",7.5,"0.008",0.375,0.4929
"G2",7.5,"0.008",0.375,0.4807
"G3",7.5,"0.008",0.375,0.4851
"G4",7.5,"0.008",0.375,0.4715
"G5",7.5,"0.005",0.375,0.4659
"G6",7.5,"0.005",0.375,0.4787
"G7",7.5,"0.005",0.375,0.4695
"G8",7.5,"0.005",0.375,0.4774
"H1",7.5,"0.008",0,0.0785
"H2",7.5,"0.008",0,0.0786
"H3",7.5,"0.008",0,0.0773
"H4",7.5,"0.008",0,0.0791
"H5",7.5,"0.005",0,0.0786
"H6",7.5,"0.005",0,0.0806
"H7",7.5,"0.005",0,0.0797
"H8",7.5,"0.005",0,0.0809
"A1",8,"0.008",50,0.184
"A2",8,"0.008",50,0.2069
"A3",8,"0.008",50,0.2152
"A4",8,"0.008",50,0.2088
"A5",8,"0.005",50,0.2039
"A6",8,"0.005",50,0.1679
"A7",8,"0.005",50,0.1805
"A8",8,"0.005",50,0.1979
"B1",8,"0.008",10,0.6034
"B2",8,"0.008",10,0.6143
"B3",8,"0.008",10,0.6259
"B4",8,"0.008",10,0.6448
"B5",8,"0.005",10,0.4093
"B6",8,"0.005",10,0.407
"B7",8,"0.005",10,0.4475
"B8",8,"0.005",10,0.5321
"C1",8,"0.008",5,1.1028
"C2",8,"0.008",5,1.3315
"C3",8,"0.008",5,1.1808
"C4",8,"0.008",5,1.4327
"C5",8,"0.005",5,0.6716
"C6",8,"0.005",5,0.6583
"C7",8,"0.005",5,0.7101
"C8",8,"0.005",5,0.679
"D1",8,"0.008",2.5,1.6785
"D2",8,"0.008",2.5,1.87
"D3",8,"0.008",2.5,1.7047
"D4",8,"0.008",2.5,1.8633
"D5",8,"0.005",2.5,1.1919
"D6",8,"0.005",2.5,1.48
"D7",8,"0.005",2.5,1.188
"D8",8,"0.005",2.5,1.4404
"E1",8,"0.008",1.25,1.3334
"E2",8,"0.008",1.25,1.3664
"E3",8,"0.008",1.25,1.3434
"E4",8,"0.008",1.25,1.3545
"E5",8,"0.005",1.25,1.266
"E6",8,"0.005",1.25,1.2787
"E7",8,"0.005",1.25,1.3097
"E8",8,"0.005",1.25,1.3545
"F2",8,"0.008",0.75,0.8236
"F3",8,"0.008",0.75,0.8444
"F4",8,"0.008",0.75,0.8114
"F5",8,"0.005",0.75,0.8371
"F6",8,"0.005",0.75,0.8409
"F7",8,"0.005",0.75,0.8228
"F8",8,"0.005",0.75,0.8439
"G1",8,"0.008",0.375,0.493
"G2",8,"0.008",0.375,0.4825
"G3",8,"0.008",0.375,0.4857
"G4",8,"0.008",0.375,0.4714
"G5",8,"0.005",0.375,0.4675
"G6",8,"0.005",0.375,0.4789
"G7",8,"0.005",0.375,0.4701
"G8",8,"0.005",0.375,0.4799
"H1",8,"0.008",0,0.0788
"H2",8,"0.008",0,0.0793
"H3",8,"0.008",0,0.0774
"H4",8,"0.008",0,0.0794
"H5",8,"0.005",0,0.0792
"H6",8,"0.005",0,0.0808
"H7",8,"0.005",0,0.0798
"H8",8,"0.005",0,0.0814
"A1",8.5,"0.008",50,0.1846
"A2",8.5,"0.008",50,0.2074
"A3",8.5,"0.008",50,0.2162
"A4",8.5,"0.008",50,0.2093
"A5",8.5,"0.005",50,0.2042
"A6",8.5,"0.005",50,0.1676
"A7",8.5,"0.005",50,0.181
"A8",8.5,"0.005",50,0.1984
"B1",8.5,"0.008",10,0.4723
"B2",8.5,"0.008",10,0.6242
"B3",8.5,"0.008",10,0.6349
"B4",8.5,"0.008",10,0.6522
"B5",8.5,"0.005",10,0.4154
"B6",8.5,"0.005",10,0.412
"B7",8.5,"0.005",10,0.4527
"B8",8.5,"0.005",10,0.5356
"C1",8.5,"0.008",5,1.1334
"C2",8.5,"0.008",5,1.3655
"C3",8.5,"0.008",5,1.2103
"C4",8.5,"0.008",5,1.4675
"C5",8.5,"0.005",5,0.6862
"C6",8.5,"0.005",5,0.6742
"C7",8.5,"0.005",5,0.7229
"C8",8.5,"0.005",5,0.6909
"D1",8.5,"0.008",2.5,1.6896
"D2",8.5,"0.008",2.5,1.8699
"D3",8.5,"0.008",2.5,1.7262
"D4",8.5,"0.008",2.5,1.8691
"D5",8.5,"0.005",2.5,1.2341
"D6",8.5,"0.005",2.5,1.5244
"D7",8.5,"0.005",2.5,1.2363
"D8",8.5,"0.005",2.5,1.4856
"E1",8.5,"0.008",1.25,1.3346
"E2",8.5,"0.008",1.25,1.3679
"E3",8.5,"0.008",1.25,1.3454
"E4",8.5,"0.008",1.25,1.354
"E5",8.5,"0.005",1.25,1.2872
"E6",8.5,"0.005",1.25,1.2962
"E7",8.5,"0.005",1.25,1.3276
"E8",8.5,"0.005",1.25,1.364
"F2",8.5,"0.008",0.75,0.8241
"F3",8.5,"0.008",0.75,0.8445
"F4",8.5,"0.008",0.75,0.8115
"F5",8.5,"0.005",0.75,0.8407
"F6",8.5,"0.005",0.75,0.8467
"F7",8.5,"0.005",0.75,0.8255
"F8",8.5,"0.005",0.75,0.8464
"G1",8.5,"0.008",0.375,0.4923
"G2",8.5,"0.008",0.375,0.4849
"G3",8.5,"0.008",0.375,0.4866
"G4",8.5,"0.008",0.375,0.471
"G5",8.5,"0.005",0.375,0.4694
"G6",8.5,"0.005",0.375,0.4798
"G7",8.5,"0.005",0.375,0.4706
"G8",8.5,"0.005",0.375,0.4817
"H1",8.5,"0.008",0,0.0789
"H2",8.5,"0.008",0,0.0792
"H3",8.5,"0.008",0,0.0778
"H4",8.5,"0.008",0,0.0786
"H5",8.5,"0.005",0,0.079
"H6",8.5,"0.005",0,0.0805
"H7",8.5,"0.005",0,0.0796
"H8",8.5,"0.005",0,0.082
"A1",9,"0.008",50,0.1849
"A2",9,"0.008",50,0.2076
"A3",9,"0.008",50,0.2162
"A4",9,"0.008",50,0.2099
"A5",9,"0.005",50,0.2046
"A6",9,"0.005",50,0.1684
"A7",9,"0.005",50,0.1817
"A8",9,"0.005",50,0.1988
"B1",9,"0.008",10,0.4585
"B2",9,"0.008",10,0.6331
"B3",9,"0.008",10,0.6427
"B4",9,"0.008",10,0.6612
"B5",9,"0.005",10,0.4219
"B6",9,"0.005",10,0.4162
"B7",9,"0.005",10,0.4589
"B8",9,"0.005",10,0.5404
"C1",9,"0.008",5,1.1611
"C2",9,"0.008",5,1.399
"C3",9,"0.008",5,1.2381
"C4",9,"0.008",5,1.5006
"C5",9,"0.005",5,0.6994
"C6",9,"0.005",5,0.6897
"C7",9,"0.005",5,0.7339
"C8",9,"0.005",5,0.7039
"D1",9,"0.008",2.5,1.6995
"D2",9,"0.008",2.5,1.8683
"D3",9,"0.008",2.5,1.744
"D4",9,"0.008",2.5,1.8742
"D5",9,"0.005",2.5,1.275
"D6",9,"0.005",2.5,1.5666
"D7",9,"0.005",2.5,1.2818
"D8",9,"0.005",2.5,1.5304
"E1",9,"0.008",1.25,1.3344
"E2",9,"0.008",1.25,1.3699
"E3",9,"0.008",1.25,1.3466
"E4",9,"0.008",1.25,1.3546
"E5",9,"0.005",1.25,1.3065
"E6",9,"0.005",1.25,1.3119
"E7",9,"0.005",1.25,1.3422
"E8",9,"0.005",1.25,1.372
"F2",9,"0.008",0.75,0.8235
"F3",9,"0.008",0.75,0.844
"F4",9,"0.008",0.75,0.811
"F5",9,"0.005",0.75,0.8441
"F6",9,"0.005",0.75,0.8516
"F7",9,"0.005",0.75,0.8273
"F8",9,"0.005",0.75,0.8499
"G1",9,"0.008",0.375,0.4918
"G2",9,"0.008",0.375,0.4855
"G3",9,"0.008",0.375,0.4867
"G4",9,"0.008",0.375,0.4707
"G5",9,"0.005",0.375,0.4705
"G6",9,"0.005",0.375,0.4813
"G7",9,"0.005",0.375,0.4736
"G8",9,"0.005",0.375,0.4834
"H1",9,"0.008",0,0.0793
"H2",9,"0.008",0,0.0795
"H3",9,"0.008",0,0.078
"H4",9,"0.008",0,0.0792
"H5",9,"0.005",0,0.0798
"H6",9,"0.005",0,0.0811
"H7",9,"0.005",0,0.08
"H8",9,"0.005",0,0.0817
"A1",9.5,"0.008",50,0.1858
"A2",9.5,"0.008",50,0.2087
"A3",9.5,"0.008",50,0.2175
"A4",9.5,"0.008",50,0.2108
"A5",9.5,"0.005",50,0.2051
"A6",9.5,"0.005",50,0.1685
"A7",9.5,"0.005",50,0.1817
"A8",9.5,"0.005",50,0.1997
"B1",9.5,"0.008",10,0.5507
"B2",9.5,"0.008",10,0.6386
"B3",9.5,"0.008",10,0.6487
"B4",9.5,"0.008",10,0.6685
"B5",9.5,"0.005",10,0.426
"B6",9.5,"0.005",10,0.4201
"B7",9.5,"0.005",10,0.4629
"B8",9.5,"0.005",10,0.5459
"C1",9.5,"0.008",5,1.1809
"C2",9.5,"0.008",5,1.4282
"C3",9.5,"0.008",5,1.2677
"C4",9.5,"0.008",5,1.5295
"C5",9.5,"0.005",5,0.7122
"C6",9.5,"0.005",5,0.7021
"C7",9.5,"0.005",5,0.7436
"C8",9.5,"0.005",5,0.7161
"D1",9.5,"0.008",2.5,1.7086
"D2",9.5,"0.008",2.5,1.8666
"D3",9.5,"0.008",2.5,1.7601
"D4",9.5,"0.008",2.5,1.8765
"D5",9.5,"0.005",2.5,1.3132
"D6",9.5,"0.005",2.5,1.6072
"D7",9.5,"0.005",2.5,1.3226
"D8",9.5,"0.005",2.5,1.5699
"E1",9.5,"0.008",1.25,1.3346
"E2",9.5,"0.008",1.25,1.3715
"E3",9.5,"0.008",1.25,1.3479
"E4",9.5,"0.008",1.25,1.3531
"E5",9.5,"0.005",1.25,1.3203
"E6",9.5,"0.005",1.25,1.3246
"E7",9.5,"0.005",1.25,1.3535
"E8",9.5,"0.005",1.25,1.3778
"F2",9.5,"0.008",0.75,0.8234
"F3",9.5,"0.008",0.75,0.844
"F4",9.5,"0.008",0.75,0.8108
"F5",9.5,"0.005",0.75,0.8467
"F6",9.5,"0.005",0.75,0.8538
"F7",9.5,"0.005",0.75,0.8294
"F8",9.5,"0.005",0.75,0.8531
"G1",9.5,"0.008",0.375,0.4924
"G2",9.5,"0.008",0.375,0.4859
"G3",9.5,"0.008",0.375,0.4881
"G4",9.5,"0.008",0.375,0.4702
"G5",9.5,"0.005",0.375,0.4716
"G6",9.5,"0.005",0.375,0.4808
"G7",9.5,"0.005",0.375,0.4748
"G8",9.5,"0.005",0.375,0.4846
"H1",9.5,"0.008",0,0.079
"H2",9.5,"0.008",0,0.0795
"H3",9.5,"0.008",0,0.0781
"H4",9.5,"0.008",0,0.0791
"H5",9.5,"0.005",0,0.08
"H6",9.5,"0.005",0,0.0811
"H7",9.5,"0.005",0,0.0804
"H8",9.5,"0.005",0,0.0818
"A1",10,"0.008",50,0.1858
"A2",10,"0.008",50,0.209
"A3",10,"0.008",50,0.2177
"A4",10,"0.008",50,0.2116
"A5",10,"0.005",50,0.2049
"A6",10,"0.005",50,0.1684
"A7",10,"0.005",50,0.1822
"A8",10,"0.005",50,0.2001
"B1",10,"0.008",10,0.4729
"B2",10,"0.008",10,0.6449
"B3",10,"0.008",10,0.6563
"B4",10,"0.008",10,0.676
"B5",10,"0.005",10,0.4309
"B6",10,"0.005",10,0.4236
"B7",10,"0.005",10,0.4684
"B8",10,"0.005",10,0.5469
"C1",10,"0.008",5,1.199
"C2",10,"0.008",5,1.4603
"C3",10,"0.008",5,1.2912
"C4",10,"0.008",5,1.5552
"C5",10,"0.005",5,0.7239
"C6",10,"0.005",5,0.7141
"C7",10,"0.005",5,0.7542
"C8",10,"0.005",5,0.7273
"D1",10,"0.008",2.5,1.7189
"D2",10,"0.008",2.5,1.8641
"D3",10,"0.008",2.5,1.775
"D4",10,"0.008",2.5,1.8783
"D5",10,"0.005",2.5,1.3517
"D6",10,"0.005",2.5,1.645
"D7",10,"0.005",2.5,1.3654
"D8",10,"0.005",2.5,1.6084
"E1",10,"0.008",1.25,1.3346
"E2",10,"0.008",1.25,1.3741
"E3",10,"0.008",1.25,1.3509
"E4",10,"0.008",1.25,1.3532
"E5",10,"0.005",1.25,1.3337
"E6",10,"0.005",1.25,1.3367
"E7",10,"0.005",1.25,1.3618
"E8",10,"0.005",1.25,1.383
"F2",10,"0.008",0.75,0.8223
"F3",10,"0.008",0.75,0.8439
"F4",10,"0.008",0.75,0.8103
"F5",10,"0.005",0.75,0.8491
"F6",10,"0.005",0.75,0.8563
"F7",10,"0.005",0.75,0.8299
"F8",10,"0.005",0.75,0.8563
"G1",10,"0.008",0.375,0.4919
"G2",10,"0.008",0.375,0.4871
"G3",10,"0.008",0.375,0.4895
"G4",10,"0.008",0.375,0.4711
"G5",10,"0.005",0.375,0.4729
"G6",10,"0.005",0.375,0.4817
"G7",10,"0.005",0.375,0.4754
"G8",10,"0.005",0.375,0.4858
"H1",10,"0.008",0,0.0794
"H2",10,"0.008",0,0.0794
"H3",10,"0.008",0,0.0781
"H4",10,"0.008",0,0.0796
"H5",10,"0.005",0,0.0798
"H6",10,"0.005",0,0.081
"H7",10,"0.005",0,0.0802
"H8",10,"0.005",0,0.0826
"A1",10.5,"0.008",50,0.1858
"A2",10.5,"0.008",50,0.209
"A3",10.5,"0.008",50,0.2185
"A4",10.5,"0.008",50,0.2118
"A5",10.5,"0.005",50,0.2045
"A6",10.5,"0.005",50,0.168
"A7",10.5,"0.005",50,0.1823
"A8",10.5,"0.005",50,0.2004
"B1",10.5,"0.008",10,0.4759
"B2",10.5,"0.008",10,0.6539
"B3",10.5,"0.008",10,0.6619
"B4",10.5,"0.008",10,0.6821
"B5",10.5,"0.005",10,0.4357
"B6",10.5,"0.005",10,0.4277
"B7",10.5,"0.005",10,0.4731
"B8",10.5,"0.005",10,0.551
"C1",10.5,"0.008",5,1.2107
"C2",10.5,"0.008",5,1.4885
"C3",10.5,"0.008",5,1.3159
"C4",10.5,"0.008",5,1.5831
"C5",10.5,"0.005",5,0.7364
"C6",10.5,"0.005",5,0.7268
"C7",10.5,"0.005",5,0.7658
"C8",10.5,"0.005",5,0.7394
"D1",10.5,"0.008",2.5,1.7262
"D2",10.5,"0.008",2.5,1.8616
"D3",10.5,"0.008",2.5,1.7868
"D4",10.5,"0.008",2.5,1.8789
"D5",10.5,"0.005",2.5,1.391
"D6",10.5,"0.005",2.5,1.6808
"D7",10.5,"0.005",2.5,1.4067
"D8",10.5,"0.005",2.5,1.6425
"E1",10.5,"0.008",1.25,1.3333
"E2",10.5,"0.008",1.25,1.3748
"E3",10.5,"0.008",1.25,1.3498
"E4",10.5,"0.008",1.25,1.3533
"E5",10.5,"0.005",1.25,1.3458
"E6",10.5,"0.005",1.25,1.3443
"E7",10.5,"0.005",1.25,1.3691
"E8",10.5,"0.005",1.25,1.3868
"F2",10.5,"0.008",0.75,0.8222
"F3",10.5,"0.008",0.75,0.8442
"F4",10.5,"0.008",0.75,0.8112
"F5",10.5,"0.005",0.75,0.8522
"F6",10.5,"0.005",0.75,0.8588
"F7",10.5,"0.005",0.75,0.8314
"F8",10.5,"0.005",0.75,0.8584
"G1",10.5,"0.008",0.375,0.4914
"G2",10.5,"0.008",0.375,0.4876
"G3",10.5,"0.008",0.375,0.4913
"G4",10.5,"0.008",0.375,0.4706
"G5",10.5,"0.005",0.375,0.4741
"G6",10.5,"0.005",0.375,0.4827
"G7",10.5,"0.005",0.375,0.4767
"G8",10.5,"0.005",0.375,0.4872
"H1",10.5,"0.008",0,0.08
"H2",10.5,"0.008",0,0.0798
"H3",10.5,"0.008",0,0.0783
"H4",10.5,"0.008",0,0.0796
"H5",10.5,"0.005",0,0.0804
"H6",10.5,"0.005",0,0.0812
"H7",10.5,"0.005",0,0.0807
"H8",10.5,"0.005",0,0.0827
"A1",11,"0.008",50,0.1863
"A2",11,"0.008",50,0.2094
"A3",11,"0.008",50,0.2192
"A4",11,"0.008",50,0.2119
"A5",11,"0.005",50,0.2051
"A6",11,"0.005",50,0.1682
"A7",11,"0.005",50,0.183
"A8",11,"0.005",50,0.201
"B1",11,"0.008",10,0.484
"B2",11,"0.008",10,0.6597
"B3",11,"0.008",10,0.6676
"B4",11,"0.008",10,0.6894
"B5",11,"0.005",10,0.44
"B6",11,"0.005",10,0.4312
"B7",11,"0.005",10,0.4769
"B8",11,"0.005",10,0.5551
"C1",11,"0.008",5,1.2238
"C2",11,"0.008",5,1.5166
"C3",11,"0.008",5,1.3378
"C4",11,"0.008",5,1.6011
"C5",11,"0.005",5,0.7464
