"time_min","sample","absorbance","treatment"
0,"soak_1",0.1,"A_H2O2"
0,"soak_1",0.0912,"B_H2O2"
0,"soak_1",0.0891,"A"
0,"soak_1",0.0853,"B"
0,"soak_2",0.1066,"A_H2O2"
0,"soak_2",0.0928,"B_H2O2"
0,"soak_2",0.0929,"A"
0,"soak_2",0.0921,"B"
0,"soak_3",0.1015,"A_H2O2"
0,"soak_3",0.0917,"B_H2O2"
0,"soak_3",0.0924,"A"
0,"soak_3",0.0921,"B"
0,"soak_1",0.1001,"A_H2O2"
0,"soak_1",0.0881,"B_H2O2"
0,"soak_1",0.0862,"A"
0,"soak_1",0.0858,"B"
0,"soak_2",0.1093,"A_H2O2"
0,"soak_2",0.0927,"B_H2O2"
0,"soak_2",0.0917,"A"
0,"soak_2",0.0919,"B"
0,"soak_3",0.1042,"A_H2O2"
0,"soak_3",0.0914,"B_H2O2"
0,"soak_3",0.0892,"A"
0,"soak_3",0.0921,"B"
0,"soak_1",0.0999,"A_H2O2"
0,"soak_1",0.0882,"B_H2O2"
0,"soak_1",0.0883,"A"
0,"soak_1",0.0865,"B"
0,"soak_2",0.107,"A_H2O2"
0,"soak_2",0.0941,"B_H2O2"
0,"soak_2",0.0918,"A"
0,"soak_2",0.0908,"B"
0,"soak_3",0.1048,"A_H2O2"
0,"soak_3",0.0909,"B_H2O2"
0,"soak_3",0.0894,"A"
0,"soak_3",0.0919,"B"
0,"soak_1",0.1008,"A_H2O2"
0,"soak_1",0.0881,"B_H2O2"
0,"soak_1",0.0869,"A"
0,"soak_1",0.0856,"B"
0,"soak_2",0.1065,"A_H2O2"
0,"soak_2",0.0947,"B_H2O2"
0,"soak_2",0.0918,"A"
0,"soak_2",0.0906,"B"
0,"soak_3",0.1032,"A_H2O2"
0,"soak_3",0.0915,"B_H2O2"
0,"soak_3",0.0909,"A"
0,"soak_3",0.0944,"B"
0,"shake_1",0.1195,"A_H2O2"
0,"shake_1",0.1033,"B_H2O2"
0,"shake_1",0.0997,"A"
0,"shake_1",0.0983,"B"
0,"shake_2",0.1305,"A_H2O2"
0,"shake_2",0.1062,"B_H2O2"
0,"shake_2",0.099,"A"
0,"shake_2",0.0975,"B"
0,"shake_3",0.1348,"A_H2O2"
0,"shake_3",0.1101,"B_H2O2"
0,"shake_3",0.1056,"A"
0,"shake_3",0.105,"B"
0,"shake_1",0.1217,"A_H2O2"
0,"shake_1",0.1029,"B_H2O2"
0,"shake_1",0.1008,"A"
0,"shake_1",0.0977,"B"
0,"shake_2",0.1304,"A_H2O2"
0,"shake_2",0.1033,"B_H2O2"
0,"shake_2",0.0981,"A"
0,"shake_2",0.0979,"B"
0,"shake_3",0.1386,"A_H2O2"
0,"shake_3",0.1096,"B_H2O2"
0,"shake_3",0.1064,"A"
0,"shake_3",0.1052,"B"
0,"shake_1",0.1218,"A_H2O2"
0,"shake_1",0.102,"B_H2O2"
0,"shake_1",0.0994,"A"
0,"shake_1",0.0969,"B"
0,"shake_2",0.1316,"A_H2O2"
0,"shake_2",0.1026,"B_H2O2"
0,"shake_2",0.0987,"A"
0,"shake_2",0.0975,"B"
0,"shake_3",0.1356,"A_H2O2"
0,"shake_3",0.1108,"B_H2O2"
0,"shake_3",0.107,"A"
0,"shake_3",0.1062,"B"
0,"shake_1",0.1215,"A_H2O2"
0,"shake_1",0.1032,"B_H2O2"
0,"shake_1",0.1016,"A"
0,"shake_1",0.0993,"B"
0,"shake_2",0.1339,"A_H2O2"
0,"shake_2",0.1037,"B_H2O2"
0,"shake_2",0.1012,"A"
0,"shake_2",0.0985,"B"
0,"shake_3",0.1391,"A_H2O2"
0,"shake_3",0.1146,"B_H2O2"
0,"shake_3",0.1081,"A"
0,"shake_3",0.1102,"B"
0.5,"soak_1",0.1021,"A_H2O2"
0.5,"soak_1",0.0919,"B_H2O2"
0.5,"soak_1",0.0894,"A"
0.5,"soak_1",0.0859,"B"
0.5,"soak_2",0.1098,"A_H2O2"
0.5,"soak_2",0.0972,"B_H2O2"
0.5,"soak_2",0.0941,"A"
0.5,"soak_2",0.0932,"B"
0.5,"soak_3",0.1046,"A_H2O2"
0.5,"soak_3",0.0938,"B_H2O2"
0.5,"soak_3",0.0935,"A"
0.5,"soak_3",0.0939,"B"
0.5,"soak_1",0.1026,"A_H2O2"
0.5,"soak_1",0.0888,"B_H2O2"
0.5,"soak_1",0.087,"A"
0.5,"soak_1",0.0865,"B"
0.5,"soak_2",0.1138,"A_H2O2"
0.5,"soak_2",0.0944,"B_H2O2"
0.5,"soak_2",0.0926,"A"
0.5,"soak_2",0.093,"B"
0.5,"soak_3",0.1078,"A_H2O2"
0.5,"soak_3",0.0932,"B_H2O2"
0.5,"soak_3",0.0904,"A"
0.5,"soak_3",0.0943,"B"
0.5,"soak_1",0.1027,"A_H2O2"
0.5,"soak_1",0.089,"B_H2O2"
0.5,"soak_1",0.0887,"A"
0.5,"soak_1",0.0869,"B"
0.5,"soak_2",0.1116,"A_H2O2"
0.5,"soak_2",0.0958,"B_H2O2"
0.5,"soak_2",0.0935,"A"
0.5,"soak_2",0.0919,"B"
0.5,"soak_3",0.11,"A_H2O2"
0.5,"soak_3",0.0934,"B_H2O2"
0.5,"soak_3",0.0908,"A"
0.5,"soak_3",0.0942,"B"
0.5,"soak_1",0.1035,"A_H2O2"
0.5,"soak_1",0.0888,"B_H2O2"
0.5,"soak_1",0.0876,"A"
0.5,"soak_1",0.0864,"B"
0.5,"soak_2",0.1103,"A_H2O2"
0.5,"soak_2",0.0967,"B_H2O2"
0.5,"soak_2",0.0935,"A"
0.5,"soak_2",0.092,"B"
0.5,"soak_3",0.1082,"A_H2O2"
0.5,"soak_3",0.0937,"B_H2O2"
0.5,"soak_3",0.0926,"A"
0.5,"soak_3",0.0938,"B"
0.5,"shake_1",0.1265,"A_H2O2"
0.5,"shake_1",0.1065,"B_H2O2"
0.5,"shake_1",0.1022,"A"
0.5,"shake_1",0.1011,"B"
0.5,"shake_2",0.1386,"A_H2O2"
0.5,"shake_2",0.1087,"B_H2O2"
0.5,"shake_2",0.101,"A"
0.5,"shake_2",0.1,"B"
0.5,"shake_3",0.1484,"A_H2O2"
0.5,"shake_3",0.1168,"B_H2O2"
0.5,"shake_3",0.1095,"A"
0.5,"shake_3",0.1098,"B"
0.5,"shake_1",0.1291,"A_H2O2"
0.5,"shake_1",0.1067,"B_H2O2"
0.5,"shake_1",0.1034,"A"
0.5,"shake_1",0.1007,"B"
0.5,"shake_2",0.1373,"A_H2O2"
0.5,"shake_2",0.1075,"B_H2O2"
0.5,"shake_2",0.1002,"A"
0.5,"shake_2",0.1004,"B"
0.5,"shake_3",0.1509,"A_H2O2"
0.5,"shake_3",0.116,"B_H2O2"
0.5,"shake_3",0.1101,"A"
0.5,"shake_3",0.1098,"B"
0.5,"shake_1",0.1278,"A_H2O2"
0.5,"shake_1",0.1055,"B_H2O2"
0.5,"shake_1",0.1023,"A"
0.5,"shake_1",0.0997,"B"
0.5,"shake_2",0.1404,"A_H2O2"
0.5,"shake_2",0.1067,"B_H2O2"
0.5,"shake_2",0.1007,"A"
0.5,"shake_2",0.1,"B"
0.5,"shake_3",0.1454,"A_H2O2"
0.5,"shake_3",0.1169,"B_H2O2"
0.5,"shake_3",0.1105,"A"
0.5,"shake_3",0.1103,"B"
0.5,"shake_1",0.1278,"A_H2O2"
0.5,"shake_1",0.107,"B_H2O2"
0.5,"shake_1",0.1044,"A"
0.5,"shake_1",0.1021,"B"
0.5,"shake_2",0.1451,"A_H2O2"
0.5,"shake_2",0.1078,"B_H2O2"
0.5,"shake_2",0.1029,"A"
0.5,"shake_2",0.1012,"B"
0.5,"shake_3",0.154,"A_H2O2"
0.5,"shake_3",0.1212,"B_H2O2"
0.5,"shake_3",0.1116,"A"
0.5,"shake_3",0.1146,"B"
1,"soak_1",0.1044,"A_H2O2"
1,"soak_1",0.0934,"B_H2O2"
1,"soak_1",0.0905,"A"
1,"soak_1",0.087,"B"
1,"soak_2",0.1135,"A_H2O2"
1,"soak_2",0.0964,"B_H2O2"
1,"soak_2",0.0957,"A"
1,"soak_2",0.0951,"B"
1,"soak_3",0.107,"A_H2O2"
1,"soak_3",0.0961,"B_H2O2"
1,"soak_3",0.0952,"A"
1,"soak_3",0.0959,"B"
1,"soak_1",0.105,"A_H2O2"
1,"soak_1",0.0902,"B_H2O2"
1,"soak_1",0.0879,"A"
1,"soak_1",0.0874,"B"
1,"soak_2",0.1172,"A_H2O2"
1,"soak_2",0.0966,"B_H2O2"
1,"soak_2",0.0945,"A"
1,"soak_2",0.0947,"B"
1,"soak_3",0.1104,"A_H2O2"
1,"soak_3",0.095,"B_H2O2"
1,"soak_3",0.0914,"A"
1,"soak_3",0.096,"B"
1,"soak_1",0.1064,"A_H2O2"
1,"soak_1",0.0902,"B_H2O2"
1,"soak_1",0.0901,"A"
1,"soak_1",0.0881,"B"
1,"soak_2",0.1174,"A_H2O2"
1,"soak_2",0.0981,"B_H2O2"
1,"soak_2",0.0953,"A"
1,"soak_2",0.0937,"B"
1,"soak_3",0.1148,"A_H2O2"
1,"soak_3",0.0957,"B_H2O2"
1,"soak_3",0.0923,"A"
1,"soak_3",0.0957,"B"
1,"soak_1",0.1066,"A_H2O2"
1,"soak_1",0.0902,"B_H2O2"
1,"soak_1",0.0886,"A"
1,"soak_1",0.0877,"B"
1,"soak_2",0.114,"A_H2O2"
1,"soak_2",0.0989,"B_H2O2"
1,"soak_2",0.0953,"A"
1,"soak_2",0.094,"B"
1,"soak_3",0.1117,"A_H2O2"
1,"soak_3",0.0956,"B_H2O2"
1,"soak_3",0.0942,"A"
1,"soak_3",0.0957,"B"
1,"shake_1",0.1317,"A_H2O2"
1,"shake_1",0.1099,"B_H2O2"
1,"shake_1",0.1048,"A"
1,"shake_1",0.1043,"B"
1,"shake_2",0.1481,"A_H2O2"
1,"shake_2",0.1115,"B_H2O2"
1,"shake_2",0.1028,"A"
1,"shake_2",0.1026,"B"
1,"shake_3",0.1616,"A_H2O2"
1,"shake_3",0.1229,"B_H2O2"
1,"shake_3",0.113,"A"
1,"shake_3",0.1148,"B"
1,"shake_1",0.134,"A_H2O2"
1,"shake_1",0.1104,"B_H2O2"
1,"shake_1",0.1059,"A"
1,"shake_1",0.1032,"B"
1,"shake_2",0.1431,"A_H2O2"
1,"shake_2",0.1113,"B_H2O2"
1,"shake_2",0.102,"A"
1,"shake_2",0.1029,"B"
1,"shake_3",0.161,"A_H2O2"
1,"shake_3",0.1216,"B_H2O2"
1,"shake_3",0.114,"A"
1,"shake_3",0.1142,"B"
1,"shake_1",0.1327,"A_H2O2"
1,"shake_1",0.1091,"B_H2O2"
1,"shake_1",0.1049,"A"
1,"shake_1",0.1027,"B"
1,"shake_2",0.1483,"A_H2O2"
1,"shake_2",0.1106,"B_H2O2"
1,"shake_2",0.1029,"A"
1,"shake_2",0.1028,"B"
1,"shake_3",0.1533,"A_H2O2"
1,"shake_3",0.1231,"B_H2O2"
1,"shake_3",0.1147,"A"
1,"shake_3",0.1151,"B"
1,"shake_1",0.1319,"A_H2O2"
1,"shake_1",0.1107,"B_H2O2"
1,"shake_1",0.1067,"A"
1,"shake_1",0.1047,"B"
1,"shake_2",0.1525,"A_H2O2"
1,"shake_2",0.1116,"B_H2O2"
1,"shake_2",0.1045,"A"
1,"shake_2",0.1037,"B"
1,"shake_3",0.1639,"A_H2O2"
1,"shake_3",0.1274,"B_H2O2"
1,"shake_3",0.1151,"A"
1,"shake_3",0.1219,"B"
1.5,"soak_1",0.1065,"A_H2O2"
1.5,"soak_1",0.0945,"B_H2O2"
1.5,"soak_1",0.0916,"A"
1.5,"soak_1",0.0879,"B"
1.5,"soak_2",0.1169,"A_H2O2"
1.5,"soak_2",0.0996,"B_H2O2"
1.5,"soak_2",0.0974,"A"
1.5,"soak_2",0.0969,"B"
1.5,"soak_3",0.1092,"A_H2O2"
1.5,"soak_3",0.0987,"B_H2O2"
1.5,"soak_3",0.0966,"A"
1.5,"soak_3",0.0978,"B"
1.5,"soak_1",0.107,"A_H2O2"
1.5,"soak_1",0.0913,"B_H2O2"
1.5,"soak_1",0.0889,"A"
1.5,"soak_1",0.0885,"B"
1.5,"soak_2",0.1198,"A_H2O2"
1.5,"soak_2",0.0988,"B_H2O2"
1.5,"soak_2",0.0963,"A"
1.5,"soak_2",0.0966,"B"
1.5,"soak_3",0.1132,"A_H2O2"
1.5,"soak_3",0.0971,"B_H2O2"
1.5,"soak_3",0.0928,"A"
1.5,"soak_3",0.0983,"B"
1.5,"soak_1",0.1083,"A_H2O2"
1.5,"soak_1",0.0917,"B_H2O2"
1.5,"soak_1",0.0914,"A"
1.5,"soak_1",0.0893,"B"
1.5,"soak_2",0.1222,"A_H2O2"
1.5,"soak_2",0.1002,"B_H2O2"
1.5,"soak_2",0.0969,"A"
1.5,"soak_2",0.0955,"B"
1.5,"soak_3",0.1182,"A_H2O2"
1.5,"soak_3",0.098,"B_H2O2"
1.5,"soak_3",0.0936,"A"
1.5,"soak_3",0.0979,"B"
1.5,"soak_1",0.1091,"A_H2O2"
1.5,"soak_1",0.0918,"B_H2O2"
1.5,"soak_1",0.0899,"A"
1.5,"soak_1",0.0885,"B"
1.5,"soak_2",0.1176,"A_H2O2"
1.5,"soak_2",0.1012,"B_H2O2"
1.5,"soak_2",0.097,"A"
1.5,"soak_2",0.0958,"B"
1.5,"soak_3",0.1154,"A_H2O2"
1.5,"soak_3",0.0977,"B_H2O2"
1.5,"soak_3",0.0955,"A"
1.5,"soak_3",0.0981,"B"
1.5,"shake_1",0.1358,"A_H2O2"
1.5,"shake_1",0.1134,"B_H2O2"
1.5,"shake_1",0.1073,"A"
1.5,"shake_1",0.1073,"B"
1.5,"shake_2",0.155,"A_H2O2"
1.5,"shake_2",0.1147,"B_H2O2"
1.5,"shake_2",0.1046,"A"
1.5,"shake_2",0.1051,"B"
1.5,"shake_3",0.1714,"A_H2O2"
1.5,"shake_3",0.129,"B_H2O2"
1.5,"shake_3",0.116,"A"
1.5,"shake_3",0.1193,"B"
1.5,"shake_1",0.1384,"A_H2O2"
1.5,"shake_1",0.1136,"B_H2O2"
1.5,"shake_1",0.1082,"A"
1.5,"shake_1",0.1062,"B"
1.5,"shake_2",0.1487,"A_H2O2"
1.5,"shake_2",0.1148,"B_H2O2"
1.5,"shake_2",0.1036,"A"
1.5,"shake_2",0.1056,"B"
1.5,"shake_3",0.171,"A_H2O2"
1.5,"shake_3",0.1275,"B_H2O2"
1.5,"shake_3",0.1171,"A"
1.5,"shake_3",0.1188,"B"
1.5,"shake_1",0.1362,"A_H2O2"
1.5,"shake_1",0.1125,"B_H2O2"
1.5,"shake_1",0.1078,"A"
1.5,"shake_1",0.1054,"B"
1.5,"shake_2",0.154,"A_H2O2"
1.5,"shake_2",0.1144,"B_H2O2"
1.5,"shake_2",0.1044,"A"
1.5,"shake_2",0.105,"B"
1.5,"shake_3",0.1614,"A_H2O2"
1.5,"shake_3",0.1289,"B_H2O2"
1.5,"shake_3",0.1181,"A"
1.5,"shake_3",0.1199,"B"
1.5,"shake_1",0.1356,"A_H2O2"
1.5,"shake_1",0.1141,"B_H2O2"
1.5,"shake_1",0.1089,"A"
1.5,"shake_1",0.1076,"B"
1.5,"shake_2",0.1588,"A_H2O2"
1.5,"shake_2",0.1154,"B_H2O2"
1.5,"shake_2",0.1061,"A"
1.5,"shake_2",0.1064,"B"
1.5,"shake_3",0.1733,"A_H2O2"
1.5,"shake_3",0.1333,"B_H2O2"
1.5,"shake_3",0.118,"A"
1.5,"shake_3",0.1262,"B"
2,"soak_1",0.108,"A_H2O2"
2,"soak_1",0.0961,"B_H2O2"
2,"soak_1",0.0929,"A"
2,"soak_1",0.0892,"B"
2,"soak_2",0.1201,"A_H2O2"
2,"soak_2",0.103,"B_H2O2"
2,"soak_2",0.0988,"A"
2,"soak_2",0.099,"B"
2,"soak_3",0.1118,"A_H2O2"
2,"soak_3",0.1008,"B_H2O2"
2,"soak_3",0.0982,"A"
2,"soak_3",0.0997,"B"
2,"soak_1",0.1092,"A_H2O2"
2,"soak_1",0.0928,"B_H2O2"
2,"soak_1",0.0901,"A"
2,"soak_1",0.0899,"B"
2,"soak_2",0.1235,"A_H2O2"
2,"soak_2",0.1011,"B_H2O2"
2,"soak_2",0.0979,"A"
2,"soak_2",0.0985,"B"
2,"soak_3",0.1158,"A_H2O2"
2,"soak_3",0.0994,"B_H2O2"
2,"soak_3",0.0944,"A"
2,"soak_3",0.1008,"B"
2,"soak_1",0.1108,"A_H2O2"
2,"soak_1",0.0929,"B_H2O2"
2,"soak_1",0.0929,"A"
2,"soak_1",0.0906,"B"
2,"soak_2",0.1264,"A_H2O2"
2,"soak_2",0.1024,"B_H2O2"
2,"soak_2",0.0985,"A"
2,"soak_2",0.0976,"B"
2,"soak_3",0.1216,"A_H2O2"
2,"soak_3",0.1004,"B_H2O2"
2,"soak_3",0.0952,"A"
2,"soak_3",0.1002,"B"
2,"soak_1",0.1113,"A_H2O2"
2,"soak_1",0.0932,"B_H2O2"
2,"soak_1",0.091,"A"
2,"soak_1",0.0898,"B"
2,"soak_2",0.1216,"A_H2O2"
2,"soak_2",0.1036,"B_H2O2"
2,"soak_2",0.0984,"A"
2,"soak_2",0.0977,"B"
2,"soak_3",0.1182,"A_H2O2"
2,"soak_3",0.0999,"B_H2O2"
2,"soak_3",0.0972,"A"
2,"soak_3",0.1002,"B"
2,"shake_1",0.1399,"A_H2O2"
2,"shake_1",0.1173,"B_H2O2"
2,"shake_1",0.1096,"A"
2,"shake_1",0.11,"B"
2,"shake_2",0.16,"A_H2O2"
2,"shake_2",0.1183,"B_H2O2"
2,"shake_2",0.1064,"A"
2,"shake_2",0.1079,"B"
2,"shake_3",0.18,"A_H2O2"
2,"shake_3",0.1354,"B_H2O2"
2,"shake_3",0.1194,"A"
2,"shake_3",0.1243,"B"
2,"shake_1",0.1428,"A_H2O2"
2,"shake_1",0.1173,"B_H2O2"
2,"shake_1",0.1108,"A"
2,"shake_1",0.1091,"B"
2,"shake_2",0.1537,"A_H2O2"
2,"shake_2",0.1182,"B_H2O2"
2,"shake_2",0.1053,"A"
2,"shake_2",0.1082,"B"
2,"shake_3",0.179,"A_H2O2"
2,"shake_3",0.1333,"B_H2O2"
2,"shake_3",0.1205,"A"
2,"shake_3",0.1234,"B"
2,"shake_1",0.1399,"A_H2O2"
2,"shake_1",0.1159,"B_H2O2"
2,"shake_1",0.1098,"A"
2,"shake_1",0.1083,"B"
2,"shake_2",0.1596,"A_H2O2"
2,"shake_2",0.1182,"B_H2O2"
2,"shake_2",0.1061,"A"
2,"shake_2",0.1087,"B"
2,"shake_3",0.1689,"A_H2O2"
2,"shake_3",0.1346,"B_H2O2"
2,"shake_3",0.1213,"A"
2,"shake_3",0.1246,"B"
2,"shake_1",0.1395,"A_H2O2"
2,"shake_1",0.1176,"B_H2O2"
2,"shake_1",0.111,"A"
2,"shake_1",0.1103,"B"
2,"shake_2",0.1642,"A_H2O2"
2,"shake_2",0.1189,"B_H2O2"
2,"shake_2",0.1076,"A"
2,"shake_2",0.1087,"B"
2,"shake_3",0.1813,"A_H2O2"
2,"shake_3",0.1392,"B_H2O2"
2,"shake_3",0.1212,"A"
2,"shake_3",0.1329,"B"
2.5,"soak_1",0.1098,"A_H2O2"
2.5,"soak_1",0.0975,"B_H2O2"
2.5,"soak_1",0.094,"A"
2.5,"soak_1",0.0905,"B"
2.5,"soak_2",0.1231,"A_H2O2"
2.5,"soak_2",0.1059,"B_H2O2"
2.5,"soak_2",0.1003,"A"
2.5,"soak_2",0.1007,"B"
2.5,"soak_3",0.1139,"A_H2O2"
2.5,"soak_3",0.1028,"B_H2O2"
2.5,"soak_3",0.0994,"A"
2.5,"soak_3",0.1013,"B"
2.5,"soak_1",0.111,"A_H2O2"
2.5,"soak_1",0.0942,"B_H2O2"
2.5,"soak_1",0.0913,"A"
2.5,"soak_1",0.0909,"B"
2.5,"soak_2",0.1274,"A_H2O2"
2.5,"soak_2",0.1033,"B_H2O2"
2.5,"soak_2",0.0993,"A"
2.5,"soak_2",0.1008,"B"
2.5,"soak_3",0.1181,"A_H2O2"
2.5,"soak_3",0.1014,"B_H2O2"
2.5,"soak_3",0.0957,"A"
2.5,"soak_3",0.1029,"B"
2.5,"soak_1",0.1128,"A_H2O2"
2.5,"soak_1",0.0943,"B_H2O2"
2.5,"soak_1",0.094,"A"
2.5,"soak_1",0.0918,"B"
2.5,"soak_2",0.1303,"A_H2O2"
2.5,"soak_2",0.1046,"B_H2O2"
2.5,"soak_2",0.1,"A"
2.5,"soak_2",0.0991,"B"
2.5,"soak_3",0.1249,"A_H2O2"
2.5,"soak_3",0.1024,"B_H2O2"
2.5,"soak_3",0.0965,"A"
2.5,"soak_3",0.1023,"B"
2.5,"soak_1",0.1135,"A_H2O2"
2.5,"soak_1",0.0946,"B_H2O2"
2.5,"soak_1",0.0921,"A"
2.5,"soak_1",0.0911,"B"
2.5,"soak_2",0.1253,"A_H2O2"
2.5,"soak_2",0.1057,"B_H2O2"
2.5,"soak_2",0.1001,"A"
2.5,"soak_2",0.0996,"B"
2.5,"soak_3",0.1207,"A_H2O2"
2.5,"soak_3",0.102,"B_H2O2"
2.5,"soak_3",0.0983,"A"
2.5,"soak_3",0.102,"B"
2.5,"shake_1",0.1438,"A_H2O2"
2.5,"shake_1",0.1204,"B_H2O2"
2.5,"shake_1",0.1119,"A"
2.5,"shake_1",0.1125,"B"
2.5,"shake_2",0.1647,"A_H2O2"
2.5,"shake_2",0.1218,"B_H2O2"
2.5,"shake_2",0.108,"A"
2.5,"shake_2",0.1101,"B"
2.5,"shake_3",0.1881,"A_H2O2"
2.5,"shake_3",0.1415,"B_H2O2"
2.5,"shake_3",0.1228,"A"
2.5,"shake_3",0.1287,"B"
2.5,"shake_1",0.1468,"A_H2O2"
2.5,"shake_1",0.1206,"B_H2O2"
2.5,"shake_1",0.1131,"A"
2.5,"shake_1",0.1118,"B"
2.5,"shake_2",0.1581,"A_H2O2"
2.5,"shake_2",0.1215,"B_H2O2"
2.5,"shake_2",0.107,"A"
2.5,"shake_2",0.1109,"B"
2.5,"shake_3",0.1866,"A_H2O2"
2.5,"shake_3",0.1394,"B_H2O2"
2.5,"shake_3",0.1239,"A"
2.5,"shake_3",0.1279,"B"
2.5,"shake_1",0.1436,"A_H2O2"
2.5,"shake_1",0.1194,"B_H2O2"
2.5,"shake_1",0.1119,"A"
2.5,"shake_1",0.1114,"B"
2.5,"shake_2",0.1646,"A_H2O2"
2.5,"shake_2",0.1218,"B_H2O2"
2.5,"shake_2",0.1073,"A"
2.5,"shake_2",0.1101,"B"
2.5,"shake_3",0.1764,"A_H2O2"
2.5,"shake_3",0.1401,"B_H2O2"
2.5,"shake_3",0.1243,"A"
2.5,"shake_3",0.1291,"B"
2.5,"shake_1",0.1437,"A_H2O2"
2.5,"shake_1",0.1211,"B_H2O2"
2.5,"shake_1",0.1133,"A"
2.5,"shake_1",0.113,"B"
2.5,"shake_2",0.1696,"A_H2O2"
2.5,"shake_2",0.1227,"B_H2O2"
2.5,"shake_2",0.1091,"A"
2.5,"shake_2",0.1109,"B"
2.5,"shake_3",0.1888,"A_H2O2"
2.5,"shake_3",0.1448,"B_H2O2"
2.5,"shake_3",0.1244,"A"
2.5,"shake_3",0.153,"B"
3,"soak_1",0.1115,"A_H2O2"
3,"soak_1",0.0989,"B_H2O2"
3,"soak_1",0.0952,"A"
3,"soak_1",0.0914,"B"
3,"soak_2",0.1258,"A_H2O2"
3,"soak_2",0.1071,"B_H2O2"
3,"soak_2",0.1016,"A"
3,"soak_2",0.1023,"B"
3,"soak_3",0.1156,"A_H2O2"
3,"soak_3",0.1047,"B_H2O2"
3,"soak_3",0.1006,"A"
3,"soak_3",0.1031,"B"
3,"soak_1",0.1128,"A_H2O2"
3,"soak_1",0.0954,"B_H2O2"
3,"soak_1",0.0924,"A"
3,"soak_1",0.0923,"B"
3,"soak_2",0.1312,"A_H2O2"
3,"soak_2",0.1055,"B_H2O2"
3,"soak_2",0.1008,"A"
3,"soak_2",0.1026,"B"
3,"soak_3",0.1204,"A_H2O2"
3,"soak_3",0.1035,"B_H2O2"
3,"soak_3",0.0971,"A"
3,"soak_3",0.1046,"B"
3,"soak_1",0.1146,"A_H2O2"
3,"soak_1",0.0955,"B_H2O2"
3,"soak_1",0.0949,"A"
3,"soak_1",0.093,"B"
3,"soak_2",0.14,"A_H2O2"
3,"soak_2",0.1064,"B_H2O2"
3,"soak_2",0.1013,"A"
3,"soak_2",0.1009,"B"
3,"soak_3",0.1283,"A_H2O2"
3,"soak_3",0.1044,"B_H2O2"
3,"soak_3",0.0977,"A"
3,"soak_3",0.1043,"B"
3,"soak_1",0.1154,"A_H2O2"
3,"soak_1",0.096,"B_H2O2"
3,"soak_1",0.0934,"A"
3,"soak_1",0.0922,"B"
3,"soak_2",0.129,"A_H2O2"
3,"soak_2",0.108,"B_H2O2"
3,"soak_2",0.1017,"A"
3,"soak_2",0.1016,"B"
3,"soak_3",0.1238,"A_H2O2"
3,"soak_3",0.1039,"B_H2O2"
3,"soak_3",0.0999,"A"
3,"soak_3",0.1038,"B"
3,"shake_1",0.1476,"A_H2O2"
3,"shake_1",0.1239,"B_H2O2"
3,"shake_1",0.1141,"A"
3,"shake_1",0.1148,"B"
3,"shake_2",0.1692,"A_H2O2"
3,"shake_2",0.1254,"B_H2O2"
3,"shake_2",0.1094,"A"
3,"shake_2",0.1129,"B"
3,"shake_3",0.1957,"A_H2O2"
3,"shake_3",0.1475,"B_H2O2"
3,"shake_3",0.1261,"A"
3,"shake_3",0.1328,"B"
3,"shake_1",0.1506,"A_H2O2"
3,"shake_1",0.124,"B_H2O2"
3,"shake_1",0.1153,"A"
3,"shake_1",0.1144,"B"
3,"shake_2",0.1627,"A_H2O2"
3,"shake_2",0.1248,"B_H2O2"
3,"shake_2",0.1083,"A"
3,"shake_2",0.1134,"B"
3,"shake_3",0.194,"A_H2O2"
3,"shake_3",0.1453,"B_H2O2"
3,"shake_3",0.1269,"A"
3,"shake_3",0.1322,"B"
3,"shake_1",0.1471,"A_H2O2"
3,"shake_1",0.1229,"B_H2O2"
3,"shake_1",0.1141,"A"
3,"shake_1",0.114,"B"
3,"shake_2",0.1693,"A_H2O2"
3,"shake_2",0.1253,"B_H2O2"
3,"shake_2",0.1086,"A"
3,"shake_2",0.1125,"B"
3,"shake_3",0.1819,"A_H2O2"
3,"shake_3",0.1455,"B_H2O2"
3,"shake_3",0.1271,"A"
3,"shake_3",0.1331,"B"
3,"shake_1",0.1474,"A_H2O2"
3,"shake_1",0.1246,"B_H2O2"
3,"shake_1",0.1153,"A"
3,"shake_1",0.1156,"B"
3,"shake_2",0.1749,"A_H2O2"
3,"shake_2",0.1265,"B_H2O2"
3,"shake_2",0.1104,"A"
3,"shake_2",0.1133,"B"
3,"shake_3",0.1957,"A_H2O2"
3,"shake_3",0.1505,"B_H2O2"
3,"shake_3",0.1275,"A"
3,"shake_3",0.1436,"B"
3.5,"soak_1",0.1133,"A_H2O2"
3.5,"soak_1",0.1002,"B_H2O2"
3.5,"soak_1",0.0961,"A"
3.5,"soak_1",0.0928,"B"
3.5,"soak_2",0.1281,"A_H2O2"
3.5,"soak_2",0.109,"B_H2O2"
3.5,"soak_2",0.1031,"A"
3.5,"soak_2",0.1063,"B"
3.5,"soak_3",0.1178,"A_H2O2"
3.5,"soak_3",0.1067,"B_H2O2"
3.5,"soak_3",0.1017,"A"
3.5,"soak_3",0.1048,"B"
3.5,"soak_1",0.1145,"A_H2O2"
3.5,"soak_1",0.0968,"B_H2O2"
3.5,"soak_1",0.0932,"A"
3.5,"soak_1",0.0936,"B"
3.5,"soak_2",0.1334,"A_H2O2"
